source,target,direction,origin
Wobe womaɖɔli eʋuʋu ŋkekea o to egbɔ be Koronadɔ le fu ɖem ale gbegbe be susku geɖe be ɖeviwo magava oe.,"Extra kudos to the team for figuring out how to make this happen even amidst COVID, and to Wesley Homes for stepping up with the facility",ewe-fra,mafand
"Ils ont aimé l'histoire de Jim et son ami Eno,",wolɔ̃ Jim kple xlɔ̃a Eno ƒe ŋutinya,fra-ewe,afrolingu
"Plus de 50 établissements dans tout le pays ont pris part à la compétition et 5 sont arrivés en finale,",suku bla atɔ̃ kpɔ gome le wɔna me eye atɔ̃ yi ɖoƒe mamlɔe,fra-ewe,afrolingu
"Ha atɔ̃, ɖoɖo atɔ̃ kple kplu gã eve","Cinq équipes, cinq projets, et deux grands prix",ewe-fra,afrolingu
Chibundu Onuzo ŋutɔ agblɔe na mi,"Chibundu Onuzo vous le dira quand vous lirez,",ewe-fra,afrolingu
Kakaɖedzi aɖe hã le asi nye.,Je suis en tout cas certain d’une chose.,ewe-fra,afrolingu
"""""""D'autres encore ont déclaré qu'une fois mariée, le rôle de la femme est de satisfaire son mari. """"""",bubuwo hã gblɔ be nyɔnu si ɖesrɔ̃ la ƒe dɔdasi enye be wòakpɔ srɔ̃a ŋutsu ƒe hiãhiãwo gbɔ,fra-ewe,afrolingu
"Selon Femme actuelle, la mode n’a pas de secret pour Louane, et le sexy non plus",Femme Actuelle be awudonyawo menye nuɣaɣla na louane o eye enya alesi woana amewo nenɔ ekpɔm hãe.,fra-ewe,mafand
"""""""Photo : Afrik Nouvelles Lorsqu'on doit choisir une technologie pour résoudre un probleme, le choix doit toujours se porter sur la technologie la mieux adaptée à la situation des utilisateurs. """"""","nenye be woatsi mɔɖaŋu akpɔ ŋuɖoɖo na kuɣi aɖe la ,mɔɖaŋu si nyo kple esi amewo katã ateŋu zã la dzie wòle be n woatsia",fra-ewe,afrolingu
"Monsieur Ndiack SARR, Instituteur matricule de solde 511 794/C, précédemment Sous-préfet de l’Arrondissement de Ndande, est nommé Sous-préfet de l’Arrondissement de Thiénaba, Département de Thies, en remplacement de Monsieur Abdou Aziz Diagne, appelé à d’autres fonctions",Aƒetɔ Ndiack SARR sienye nutomedzikpɔla gɔmenɔla le thienaba zu nutomedzikpɔla gɔmenɔla le thies.,fra-ewe,mafand
En ce moment je suis en train de faire un travail là,mele dɔ aɖe wɔm gbɔ,fra-ewe,afrolingu
ɖewohĩ aɖaŋuɖemɔ bubuwo ɖo mɔnu si wotsɔa kpɔna wotɔ,"Peut-être que les autres marques ont d'autres moyens de tracker les ordinateurs, dans ce cas, installez les applications nécessaires,",ewe-fra,afrolingu
"En effet, le Serum Institute produit environ 1,5 milliard de doses chaque année pour plus de 170 pays, mais pour d’autres maladies infectieuses","Dɔwɔƒe ɖea abɔta miliar 1,5 na dukɔ 170 ƒè sia ƒè.",fra-ewe,mafand
esia menye hehenana o eye wote ɖe dzinye be meɖee gblɔ be mieda le míaƒe dɔdasiwo dzi,""""""""""" Dénoncer, alerter, ne pas participer à des actes délictueux, porter secours à autrui a un impact significatif sur l'Etat. """"""",ewe-fra,afrolingu
"gake kuɖe miaƒe ŋkɔnaƒewo le ŋuŋlɔƒe siawo dzi la, nye toɖoƒoƒoawo ga le vevie ko","Mais pour ce qui est de la présentation générale de nos comptes sur les réseaux sociaux, les conseils que je partage sont toujours valables",ewe-fra,afrolingu
Eya hã le kplɔ̃ ŋu xoxo hafi woge ɖe eme,Elle était déjà installée à une table lorsqu’il entra dans le restaurant,ewe-fra,afrolingu
"Ye le gaƒoƒoma tutu me la, aʋawɔnu siwo le amea me la ɖu dɔlekuia dzi.",Le virus est alors contenu par le système immunitaire,ewe-fra,mafand
"Selon l’agence basée à La Haye, les suspects se livraient à des dizaines de milliers de ventes de produits illicites sur le “dark web”, un repère de toutes sortes d’activités illégales",Wobe ame siawo le le nu fiwɔewo dzram le black web dzie.,fra-ewe,mafand
– J’aurais préféré que ce soit toi,anyo nam be woe,fra-ewe,afrolingu
eyae nye ekem kple eƒe ɖawo abe Bob Marley ƒe dzidzimevi ene,"– Voilà, c’est lui même, avec ses cheveux on dirait un descendant de Bob Marley là",ewe-fra,afrolingu
"Le reste, je l'ai découvert à la première édition des BJKDs,",mamlɔewo la mekpɔwo le BJKDS tata gbãtɔ me,fra-ewe,afrolingu
Ewu enu be yele ŋusẽ dom CNSPtɔwo be wone ɖe asi le ameawo ŋu kpuie.,"« Mais surtout, j’exhorte le CNSP à les libérer immédiatement », a conclu M",ewe-fra,mafand
"et qu'ils se sont déclarés résolus à favoriser le progrès social et à instaurer de meilleures conditions de vie dans une liberté plus grande,",eye woɖui kplikpã be yewoana hahoŋgɔgbedede natso aƒe eye be agbenyuinɔnɔ le vovo me naɖi té la,fra-ewe,afrolingu
Ke ƒoƒose hena asidede agbalẽ bubu te adze egɔme kpuie.,Des négociations pour la signature d’un nouveau bail pourraient cependant bientôt démarrer,ewe-fra,mafand
La branche brésilienne du mouvement Fridays for Future et la Fondation Stop Ecocide avaient notamment reçu 100 000 euros chacune,Friay for Future ƒe alɔdze si le Brezil kple Stop Ecocide dometɔ ɖe sia ɖe xɔ yuro 100 000,fra-ewe,afrolingu
"Outre l’image de mentor qu’il souhaite donner à Zidane pour attirer le talentueux joueur français, le patron du Real Madrid compte sur un atout majeur : les bonnes relations qu’il entretient avec son homologue Nasser Al-Khelaïfi","To vovo na zidane si dzi woato akplɔ bɔlƒola la vae la, ega ka ɖe eƒe kadede nyuie si le eya kple ahatsi kalifa la domee.",fra-ewe,mafand
L’un et l’autre ne manquent d’ailleurs jamais une occasion de se charrier,Womebua ɣeyiɣi ako wo nɔewo o.,fra-ewe,mafand
"Mais mauvaise nouvelle pour ceux qui auraient flashé sur ce joli détail et voudraient se procurer le même masque : il s’agit d’une création personnelle et sur-mesure, de la part de l’artiste marocain Mehdi Qotbi",Ke ame siwo adi be yewoakpɔ aƒle la mele ete ge aŋui o elabe eyae ŋutɔe wɔe le dzidzenu na eɖokui.,fra-ewe,mafand
Grand P est malade de la progéria : une maladie génétique rarissime caractérisée par un vieillissement prématuré qui débute dès la naissance,Wobe Grand P le Progériadɔ si nana be wodzea amegãkuku tso ɖevi me ke,fra-ewe,afrolingu
Mede bubu tɔwo ŋu le bubu gãma si wonanam la ta.,"Et mes hommages à votre père, du respect aussi par rapport à cette passion si forte qu’il ressent pour moi",ewe-fra,mafand
"Après quelques questions à la fin, ils donnent leur verdict,","le biabiaɖewo megbe la, woɖe woƒe nyametsotso ɖe go",fra-ewe,afrolingu
menye ame koe wonye o,"""Elles ne sont pas """"n'importe qui""""""",ewe-fra,afrolingu
eƒe dɔdasi enye be woatu dumeviwo ɖo yui eye woakpɔ egbɔ be woaɖu tsu na dudɔ wɔwɔ,Il s'agit pour elle de jouer efficacement son rôle d'éducatrice et d'outiller les citoyens pour un meilleur exercice de leur citoyenneté.,ewe-fra,afrolingu
"Kpovitɔwo le agbagba dzem be yewoanya ame sie nye amea elabena me yet,ɔe nye teƒe si wowui le eye wonye kaƒomɔdzraɖoƒe o.","La police tente désormais d’identifier la victime, d’origine asiatique, qui, d’après les premières constatations n’était ni le propriétaire ni le locataire de l’appartement, qui semblait faire office d’atelier de réparation de téléphones",ewe-fra,mafand
Michael est originaire du Bénin.,Michael tso Benin,fra-ewe,afrolingu
Ɖekakpuia ate ŋu akpɔ gome le ƒomekesinɔnuawo me alo aƒle ha abe Real Madrid gɔ̃ ene.,"Le jeune homme pourrait allégrement profiter de la richesse familiale, et même acheter un club comme le Real Madrid s’il le voulait",ewe-fra,mafand
Qui a bu pu baiser ce salop à mort,mekae mɔ amevlui sia hewuii?,fra-ewe,afrolingu
"L’âne le mouton, le dromadaire, bref, tous les animaux aujourd’hui domestiques dirent la même chose et rejoignirent les hommes au village.","Tedzi, alẽ, sɔkete, kpuieko, lã siwo katã nye aƒemelãwo egbea la wɔ abe sɔ ene.",fra-ewe,afrolingu
"Elle mixe & matche basiques de la garde-robe et pépites fashion avec brio, pour le plus grand bonheur de ses fidèles qui la suivent activement sur la Toile",Etsakana esiawo katã hena elɔlawo ƒe ŋudzedzekpɔkpɔ ko.,fra-ewe,mafand
Billie ɖe dzesi 15 siwo fiana be nua mele edzi dze ge o la fiae.,Billie fait un focus sur les 15 signes qui prouvent que cela ne va pas durer,ewe-fra,mafand
Meg Jay nye amrika susumekala si kua nume tso ame tsitsiwo ƒe ŋgɔgbedede ŋu vevitɔ esiwo xɔ ƒè bla eve la,"Meg Jay est une psychologue américaine spécialisée dans le développement des adultes, ceux de la vingtaine en particulier",ewe-fra,afrolingu
Nyanyanana sia he vevesese va elɔ̃lawo dzie.,"Cette information est un vrai crève-cœur pour les fans de cette fiction , qui vont devoir se préparer mentalement à dire adieu à ce récit sanglant et violent, mais terriblement addictif",ewe-fra,mafand
Wotsɔ akpa aɖe si wole nyaa ɖɔm na ɖetsugbui aɖe kple dɔ si wowɔ ɖe edzi la de eme,"Ils ont également rajouté la participation d’une petite fille à qui l’histoire est racontée, ainsi que l’impact que cela a sur sa vie",ewe-fra,afrolingu
"Elles permettront ainsi de mieux prévoir, ajuster ou réadapter, les politiques et actions sur le plan national, sous-régional et international",Ena be woawɔ ɖoɖo yeyewo kple sɔsɔ ɖe nuwo nu le dua me kpakple le nutoa me.,fra-ewe,mafand
La chambre conjugale,nye kplii tɔ me,fra-ewe,afrolingu
Mieɖe asi ʋuwo gbnlẽ aya si miasrɔ̃ kple miaviwo le gbɔgbɔm lae.,"“Durant de trop longues décennies, nous avons laissé les voitures polluer l’air que nos enfants et nos familles respirent",ewe-fra,mafand
"à‰lias et moi en cabine, oui il avait l'air très fâché par tout ce travail ðŸ˜…,","nye kple Elias , Ɛ edo domedzoé ɖe dɔ wɔwɔa ŋu",fra-ewe,afrolingu
ebe lãnyawogbɔ kpɔla aɖe ayi ɖe Lyzia Island aɖa lé ló lae,"«Une équipe de spécialistes de la faune va se rendre à Lizard Island pour essayer de localiser et de capturer le crocodile», a-t-il dit",ewe-fra,afrolingu
"mateŋu lɔ̃ mi sɔsɔe o ke hã, edzea agbagba be nu na ga su ame aɖe si wu nɔvia o",Il était impossible qu’il nous aime de la même manière mais il faisait des efforts pour ne jamais favoriser l’une au détriment de l’autre,ewe-fra,afrolingu
amea le kpɔyem,Je remarque les paires d’yeux posées sur moi,ewe-fra,afrolingu
Elon Musk et Tom Cruise font la paire,Mielɔ̃ ɖu indomie kple spagheti kple 11 cedis wu alesi ame ɖeka nazã 50GHC aɖunu le nuɖuƒe gã.,fra-ewe,mafand
Les nombreux problèmes technologiques et financiers de l’entreprise finissent par donner lieu à un coup d’État,ganyawo kple aɖeŋumɔnuwo ŋgɔdede woe be adzɔ sia xã dze xaxa me,fra-ewe,afrolingu
hahonuwɔwɔ kple nu kpɔwɔ le du bubuwo gbɔ wɔe egbe be de nyui geɖewo le bubum,"""""""Avec la mondialisation et l'importation des cultures, de nombreuses valeurs se perdent. """"""",ewe-fra,afrolingu
"mietsɔ ɣeyiyi ɖunu, xlẽnu eye miezɔ̃","Nous avons passé notre temps à manger, lire et marcher,",ewe-fra,afrolingu
"Et toi non plus, d’ailleurs",eye wohã melelɔyem o,fra-ewe,afrolingu
aziawo bua woƒe ŋusẽ eye nu si na nyɔnu ƒe lãme tsɔa fu hã ɖiɖina kpɔtɔ,La qualité des oeufs diminue et le système endocrinien qui régule les hormones et indique à l’organisme comment procéder avec une grossesse devient moins efficace,ewe-fra,afrolingu
Melissa le tɔxɛ,"Mélissa est unique,",ewe-fra,afrolingu
numeɖeɖea gblɔ kristohanya elabe tsã la le frãse la wodea nu dunyawo me,"La définition lambda parle sûrement de l’église parce qu’autrefois, en France, l’église intervenait dans la gestion politique de l’Etat",ewe-fra,afrolingu
"""""""Dans cet extrait d'une minute du documentaire"""" What About Me Men & Women, on peut clairement entendre l'interviewé dire """"Anytime you need your wife sexually, she cannot object to it. """"""",Nyɔnu siawo sea vivi le akpasesẽ gbɔdɔdɔ me,fra-ewe,afrolingu
Mais dans l’ensemble ce prix est une initiative à féliciter,"Gake, le goawo katã me la, hoʋiʋli sia nye nu si ke woado ŋusẽ",fra-ewe,afrolingu
"Au moins un petit « fotamana » pour dire « bienvenue » en Sénoufo,",neglo la «fotamana» si gɔme nye «woezɔ̃» le Senufo gbe me,fra-ewe,afrolingu
"""""""Le prof d'EPS qui donne des cours de langue ? Non mais on est où ? Comment Est-ce qu'ils en sont arrivés là? Si, en théorie, le PEBS a plutôt été bien pensé, la bonne marche des activités a été entravée par plusieurs parametres. """"""",meli ʋliʋlim xena fetu sɔsɔe xɔxɔ le dɔ ƒomevi wɔwɔ me,fra-ewe,afrolingu
ʋukula la do dzo na ʋua,Le chauffeur fait tourner le moteur,ewe-fra,afrolingu
me susu be dzesi siawo mahe ŋubia va o gake dzodzro be woawɔe wu,"Je pense que ces prix ne doivent pas provoquer de la jalousie mais plutôt une envie de se surpasser,",ewe-fra,afrolingu
esia megagne gblegble ƒe ɣeyiɣi o,L'heure n'est pas au fiel et à la rigolade.,ewe-fra,afrolingu
"La victime finit par se blâmer, à trouver des excuses à son bourreau et à rejeter tous ceux qui essaient de lui faire prendre conscience de la nécessité de partir",nyɔnu sia kpɔa kpɔɖeme na vlodola sia eye wonana ame siwo katã le kpekpeɖeŋu namee kana xlẽna le eŋu,fra-ewe,afrolingu
Les accidents en maternelle arrivent très souvent parce que c’est un âge de début de socialisation pour les enfants,abɔsokpoviwo dzea afɔku edziedzi elabe enye hahogbenɔnɔ sɔsrɔ̃ na wo,fra-ewe,afrolingu
ɣeyiɣi de be míade ŋuku alesi dukplɔla ɖoa amewo ɖe dɔwo nu le du sia me la ŋu,L'heure est venue d'encadrer le pouvoir de nomination du chef de l'Etat dans notre pays.,ewe-fra,afrolingu
"« Bon Chic Bon Geek », pouvait-on lire dessus",""" woŋlɔ ɖe edzi be """"bon chic bon geek""""""",fra-ewe,afrolingu
"""""""Photo: VisualHunt A mon sens, les questions inhérentes à la refonte de l'audiovisuel public doivent être plus idéologiques. """"""","VisualHunt ƒe nyawo nu la,biabia siwo kuɖe fioha didiƒe nukpɔmɔ ƒe gbagbã ŋu la anye nukpɔsusu ƒe nya",fra-ewe,afrolingu
Ate ŋu anɔ ʋu me ade takpekpe me fa.,Idéal pour les réunions même si vous êtes dans votre voiture ou ailleurs et que vous ne voulez pas que cela se sache,ewe-fra,mafand
"Laurent Gounelle ƒe agbãlɛ kpɔtɔe si mexlẽ« Mawuwo zɔ̃mɔ le avome la» nye vivisese, ɖi kokoé, nye nufiafia na ameŋtɔ ƒe ŋugɔ yiyi","Le dernier livre que j'ai lu€¦Les dieux voyagent toujours incognito de Laurent Gounelle€¦ un délice, drôle et instructif pour votre développement personnel,",ewe-fra,afrolingu
"Une de ces femmes qui savent qu'elles peuvent exister à part entière sans être déterminées par leur statut de femme mariée,",nyɔnu mawo dometɔ ɖeka si kpɔe be yewoateŋu yi ŋugɔ to gbɔ be yewonye srɔ̃ nyɔnu hã,fra-ewe,afrolingu
Wodea megbe nam le nyui kple vɔ me.,"Dans le bien comme dans le mal, ils m’ont toujours soutenu",ewe-fra,mafand
"Il vous suffit d'entrer votre email et de valider votre vote en cliquant sur le lien que vous recevrez dans votre boà®te,",esuko be miayi miaƒe yaʋalnuŋlɔɖakame azi yaʋalakadede si miaxɔ la dzi,fra-ewe,afrolingu
"Parfois, il vaut mieux s’abstenir et c’est ce que j’aurais dû faire avec « Khadija, l’épouse de Mahomet »",""" ɣe aɖewo ɣi la, edze be miazi ɖoɖui eye esia meɖo la wɔ le """" « Khadija, l’épouse de Mahomet » mee""",fra-ewe,afrolingu
"Selon ces travaux, les patients risquant de mourir de la grippe ont 2 fois plus de chances de succomber au Covid-19","Ebe numekukuwo ɖee fia be ame siwo nɔtitunamedɔ ate ŋu wu la, korona awu wo bɔbɔe vi eve wúe.",fra-ewe,mafand
Tete wotrɔ zu tedzinɔ le fiasa la me.,"Brusquement, elle se métamorphosa en ânesse, au beau milieu de la cour.",ewe-fra,afrolingu
"Quels sont vos symptômes ?,",Miaƒe dɔléléa ƒe dzesiawo ɖe ?,fra-ewe,afrolingu
Assane Coulibaly nye «Police secours» ɖola le Facebook dzi,"» Assane Coulibaly est le fondateur du groupe « Police secours » sur Facebook,",ewe-fra,afrolingu
mieɖi le afɔku nya me nɔte kpɔ yameʋudzraɖolawo gaƒoƒo atɔ̃,"Nous avons atterri d'urgence quelque part et avons attendu les techniciens pendant plus de cinq heures,",ewe-fra,afrolingu
naneke mesɔ kple lɔlɔ̃ si wonaa amenɔ si ɖeka dze agbagba he ame la o,"Oui, absolument rien au monde n’égale le culte qu’on peut vouer à une mère qui a pris soin de sa progéniture, seule, fière, et en toute dignité, avec des moyens quasi inexistants?",ewe-fra,afrolingu
Ke sewɔƒemenɔla 31 ga asi ɖe edzi eye 23 gbe.,Mais seuls 31 députés ont voté pour et 23 députés ont voté contre,ewe-fra,mafand
"Pour lui, tout s’est fait dans l’ordre naturel des choses",nuwo yi dzi nyui le egbɔ,fra-ewe,afrolingu
eye ne eɖo eŋu la biae be nɔnɔme ka mee miedzo le afi ma yi du bubu me mahã?,"Et si elle te répond, demande-lui dans quelles conditions nous avons quitté cette ville, pour nous retrouver dans une autre",ewe-fra,afrolingu
Valérie Oppelt a annoncé qu’elle allait déposer plainte,Valérie Opelt be yele nyala de ge asi na ʋɔnu.,fra-ewe,mafand
"Pour l’édition 2019, aucun français ne figurait dans ce Top 100",Abe ale si .,fra-ewe,mafand
enɔ kametete fli la dzi nɔa srɔ̃a lalam ɣesia yi si woƒua du,"Elle est très souvent à la ligne d'arrivée pour accueillir son époux, pendant les compétitions,",ewe-fra,afrolingu
Je suis tombé sur un documentaire mettant à nue l’arnaque des prétendues tomates concentrées,meva kpɔ nyaɖefia aɖe si ƒo nu tso ganumetimatiwo ƒe ameflunu ŋu,fra-ewe,afrolingu
Elysée na menya le anyɔnyɔ 22 lia gbe be vitɔmɔkeke maganye 14 o ke 28,"L’Élysée avait annoncé le mardi 22 septembre 2020 que la durée du congé de paternité allait passer de 14 à 28 jours, ajoutant que la part obligatoire dans ce congé restait à déterminer",ewe-fra,afrolingu
Il suffit d’un bon leader pour changer la destinée d’un pays“,kplɔla adodui koe nana du trɔna,fra-ewe,afrolingu
Wobe edze hlo dzi na nyɔnua si dzi be yeagbe la.,Il a ensuite saisi par le cou son amie qui avait cherché à s’interposer,ewe-fra,mafand
